row_index,country,date,file_name,link,region,story,title,country_simple,story_title,story_link,lat,lng,Category
2776,Afghanistan,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AFP - http://www.naharnet.com/stories/en/130407-afghan-election-results-face-possible-delay,South Asia,"Afghanistan may delay announcing presidential election results as fraud complaints have yet to be processed, officials said Tuesday, though a run-off vote is expected to be held next month. Full results from the April 5 election were released late last month, and the final declaration that was due out on Wednesday will factor in the outcome of weeks of deliberation over fraud allegations. The preliminary results showed former foreign minister Abdullah Abdullah in the lead on 44.9 percent of the first-round vote, with ex-World Bank economist Ashraf Ghani on 31.5 percent. None of the eight candidates appeared to have gained more than 50 percent, triggering a run-off between the two top names as Afghanistan undergoes its first democratic transfer of power.",Afghan election results face possible delay,afghanistan,Afghan election results face possible delay,AFP - http://www.naharnet.com/stories/en/130407-afghan-election-results-face-possible-delay,33.93911,67.709953,food
2777,Across WCAR,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",Amnesty - http://www.amnesty.org/en/news/chad-border-closure-will-cut-lifeline-car-refugees-2014-05-13,West and Central Africa,"The Chadian governments decision to close the countrys lengthy southern border will have a disastrous impact on men, women and children fleeing months of worsening ethnically-motivated violence in the CAR, Amnesty International said today. President Dby has slammed the door in the face of refugees arriving from CAR, condemning them to continued suffering. He must reverse this decision and the international community must do more to support the tens of thousands of refugees from CAR who have fled to Chad, said Christian Mukosa, Amnesty Internationals Researcher on Central Africa.",Chad border closure will cut off lifeline for CAR refugees,,Chad border closure will cut off lifeline for CAR refugees,Amnesty - http://www.amnesty.org/en/news/chad-border-closure-will-cut-lifeline-car-refugees-2014-05-13,0,0,food
2778,Nigeria,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",BBC - http://www.bbc.com/news/world-africa-27412057,West and Central Africa,"Residents of three villages in northern Nigeria have repelled an attack by suspected Boko Haram Islamist fighters, an eyewitness has told the BBC. About 200 of the militants were killed during the fighting in the Kala-Balge district of Borno state, he said. The witness said the residents had formed a vigilante group. The area which came under attack is not far from the site of a market massacre last week in which more than 300 people were killed. The suspected Boko Haram militants overran the town of Gamboru Ngala 10 days ago on its busy market day in a killing and looting raid which lasted about five hours.",Vigilantes 'repel Boko Haram attack',nigeria,Vigilantes 'repel Boko Haram attack',BBC - http://www.bbc.com/news/world-africa-27412057,9.081999,8.675277,food
2779,Nigeria,14/05/2014 14:01,"UNICEF OPSCEN Brief - Wednesday, 14 May 2014.docx",AFP - http://www.dailystar.com.lb/News/International/2014/May-13/256305-nigeria-willing-to-talk-with-boko-haram-on-hostages-minister.ashx#axzz31ccLicvE,West and Central Africa,"The government is willing to talk to Boko Haram about securing the release of 223 schoolgirls still held hostage by the Islamists, Special Duties Minister Taminu Turaki told AFP on Tuesday. Turaki, who last year headed a committee tasked with pursuing an amnesty pact with some Boko Haram fighters, said: "" Nigeria has always been willing to dialogue with the insurgents. ""We are willing to carry that dialogue on any issue, including the girls kidnapped in Chibok, because certainly we are not going to say that (the abduction) is not an issue.""",Govt willing to talk with Boko Haram on hostages: minister,nigeria,Govt willing to talk with Boko Haram on hostages: minister,AFP - http://www.dailystar.com.lb/News/International/2014/May-13/256305-nigeria-willing-to-talk-with-boko-haram-on-hostages-minister.ashx#axzz31ccLicvE,9.081999,8.675277,food
2780,Across regions,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",UNICEF - http://www.unicef.org/media/media_78121.html,General,"The massacre today of more than 100 children in an attack on a school in Pakistan, and the reported killing of at least 15 school girls in a car bombing in Yemen, mark a dark day in the closing weeks of a bleak year for children around the world. There can be no justification for such unspeakable savagery against children as they go about the simple act of going to school, or against teachers as they work to educate them. Each life taken in Peshawar and Al Bayda today is a future lost forever.",UNICEF statement on deadly attacks on children in Yemen and Pakistan,,UNICEF statement on deadly attacks on children in Yemen and Pakistan,UNICEF - http://www.unicef.org/media/media_78121.html,0,0,food
2781,Across regions,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",AFP - http://news.yahoo.com/1-000-drc-ex-rebels-break-uganda-camp-204043782.html,General,"Uganda began sending home more than 1,000 fighters of a rebel group from DR Congo on Tuesday after Kinshasa pressured it to return them to prevent them regrouping to fight again. Some 1,430 fighters are believed to have fled into Uganda after Congolese and UN forces quashed their rebellion in eastern DRC in 2013. Most live in military-run camps awaiting amnesties promised under a peace deal. Kinshasa has been pressing Uganda and Rwanda to repatriate the fighters, fearing they could start another rebellion in its troubled eastern region.",Uganda says begins sending ex-Congo rebels back home,,Uganda says begins sending ex-Congo rebels back home,AFP - http://news.yahoo.com/1-000-drc-ex-rebels-break-uganda-camp-204043782.html,0,0,food
2782,Across CEE/CIS,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",AFP - http://news.yahoo.com/10-000-russian-soldiers-still-ukraine-kiev-200751187.html,Central and Eastern Europe and the Commonwealth of Independent States,"Up to 10,000 Russian soldiers and their heavy weapons are still deployed in rebel-held eastern Ukraine despite a new ceasefire, a top Ukrainian military commander said on 16 December. Close to 50,000 Russian soldiers are also stationed along Ukraine's eastern border, where heavy weaponry has continued to flow in since the 9 December truce started, he added. The ceasefire with pro-Russian rebels was introduced in hopes of ending an eight-month conflict that has claimed at least 4,700 lives and displaced close to one million people, the UN said.","Up to 10,000 Russian soldiers still in Ukraine",,"Up to 10,000 Russian soldiers still in Ukraine",AFP - http://news.yahoo.com/10-000-russian-soldiers-still-ukraine-kiev-200751187.html,0,0,food
2783,Russia,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",AFP - http://www.naharnet.com/stories/en/159499-putin-holds-late-night-talks-on-ukraine-with-european-leaders,Central and Eastern Europe and the Commonwealth of Independent States,"Russia's President Vladimir Putin and his French, German and Ukrainian counterparts agreed in a phone call early Wednesday that they wanted talks between Kiev, Moscow and rebels controlling parts of eastern Ukraine to resume as soon as possible. The telephone conversation came after the White House confirmed that US President Barack Obama will sign into law fresh sanctions against Russia. The Kremlin said in a statement that the leaders ""continued discussion of the crisis situation in Ukraine"" and stressed the ""necessity of a stable ceasefire"" in conflict-hit eastern Ukraine.",Putin Holds Late-Night Talks on Ukraine with European Leaders,russia,Putin Holds Late-Night Talks on Ukraine with European Leaders,AFP - http://www.naharnet.com/stories/en/159499-putin-holds-late-night-talks-on-ukraine-with-european-leaders,61.52401,105.318756,food
2784,Turkey,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",Reuters - http://www.trust.org/item/20141217111134-s9bdr/?source=search,Central and Eastern Europe and the Commonwealth of Independent States,"17-year-old boy was shot dead during armed clashes between police and assailants in mainly Kurdish southeast Turkey overnight and one police officer was wounded, security sources said on Wednesday. It was the latest in a series of deaths highlighting the fragility of a two-year-old peace process between the government and the Kurdistan Workers Party (PKK) militant group, which has waged a three-decade insurgency in the region.",Youth killed in clashes with police in southeast Turkey,turkey,Youth killed in clashes with police in southeast Turkey,Reuters - http://www.trust.org/item/20141217111134-s9bdr/?source=search,38.963745,35.243322,food
2785,Ukraine,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",Reuters - http://www.trust.org/item/20141217121737-35lu4/?source=jtTheWire,Central and Eastern Europe and the Commonwealth of Independent States,"A fresh round of peace talks involving Russia, Ukraine and the Organization for Security and Cooperation in Europe may be held in the Belarussian capital on Sunday, Ukrainian President Petro Poroshenko said on Wednesday. ""There is hope that a session of the three-way 'contact group' will be held in Minsk on Sunday,"" Poroshenko said at a news conference in Warsaw, Interfax-Ukraine news agency said.",New Ukraine peace talks may be held Sunday in Minsk - Poroshenko,ukraine,New Ukraine peace talks may be held Sunday in Minsk - Poroshenko,Reuters - http://www.trust.org/item/20141217121737-35lu4/?source=jtTheWire,48.379433,31.16558,food
2786,Philippines,17/12/2014 14:57,"UNICEF OPSCEN Brief - Wednesday, 17 December 2014.docx",Reuters- http://news.yahoo.com/philippines-frigates-gunboats-helicopters-tension-simmers-081048568.html,East Asia and Pacific,"The Philippines aims to buy two frigates, two helicopters and three gunboats for deployment in the South China Sea where a territorial dispute with China has lent urgency to the need to bolster forces, a Philippine navy officer said on Wednesday. China claims nearly the entire South China Sea, rejecting claims to parts of it by the Philippines, Brunei, Malaysia, Vietnam and Taiwan. The confrontation between the Philippines and China has been particularly tense since June 2012 when China seized a rocky outcrop known as the Scarborough Shoal which is believed to be rich in oil and natural gas as well as fisheries resources.","Philippines to get frigates, gunboats, helicopters as tension simmers",philippines,"Philippines to get frigates, gunboats, helicopters as tension simmers",Reuters- http://news.yahoo.com/philippines-frigates-gunboats-helicopters-tension-simmers-081048568.html,12.879721,121.774017,food
